review_id,product_type,brand,rating,feedback_text,nmf_topic,nmf_topic_label,nmf_topic_confidence
EV1882,EV Car,Tata Nexon EV,3,"Running cost is much lower than petrol, saving a lot on fuel every month. Interior quality feels cheap for the price point, needs improvement.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05240377160135242
EV1883,EV Scooter,Hero Vida V1,4,"Storage space under the seat is very limited, not practical for daily use. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.25212893238059114
EV1884,EV Scooter,Ampere Magnus,4,"Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.09851726439195248
EV1885,EV Scooter,Bajaj Chetak,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1886,EV Car,Tata Nexon EV,4,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1887,EV Scooter,Ather 450X,5,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.022957621508621948
EV1888,EV Scooter,Ather 450X,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. After sales support has been excellent, quick response and doorstep service.",8,"Topic 8: service, service center, center, appointment long, center needed",0.08844118659589764
EV1889,EV Car,Tata Nexon EV,4,Touchscreen infotainment system lags and is not very intuitive to use.,2,"Topic 2: braking, system, work well, work, well",0.07261313254748547
EV1890,EV Scooter,Bajaj Chetak,4,"No proper information on how battery degrades over time, company should be transparent. The vehicle has good crash test ratings which reassured my purchase decision.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.06726222390941973
EV1891,EV Car,Mahindra XUV400,4,"LED lighting and digital dashboard give it a premium, modern look. The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.26374846161749493
EV1892,EV Scooter,Hero Vida V1,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1893,EV Scooter,TVS iQube,4,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1894,EV Scooter,TVS iQube,3,The battery warranty of 8 years gives me confidence in long term reliability. Acceleration is smooth and instant torque makes overtaking effortless.,7,"Topic 7: riding, low, smooth, level, impressively",0.06253684817582854
EV1895,EV Scooter,Bajaj Chetak,4,Top speed is decent for city use but not enough for highway cruising. The design looks futuristic and attracts a lot of attention on the road.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04172865094671043
EV1896,EV Car,MG ZS EV,4,"Public chargers are often broken or occupied, need more charging stations urgently. After sales support has been excellent, quick response and doorstep service.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0729848313881994
EV1897,EV Car,Tata Nexon EV,5,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1898,EV Scooter,TVS iQube,4,Top speed is decent for city use but not enough for highway cruising. Compact size makes it easy to park and maneuver in city traffic. Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.23354487853441924
EV1899,EV Scooter,Ola S1,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Braking system feels sharp and responsive, regenerative braking works well. The battery warranty of 300 years gives me confidence in long term reliability.",2,"Topic 2: braking, system, work well, work, well",0.21687736869381755
EV1900,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service.",8,"Topic 8: service, service center, center, appointment long, center needed",0.112987380464634
EV1901,EV Car,Hyundai Kona,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Love the app that shows nearby charging stations, very convenient feature.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.31750965250484603
EV1902,EV Scooter,Ola S1,5,"Braking system feels sharp and responsive, regenerative braking works well. Charging takes too long, almost 6 hours for a full charge at home.",2,"Topic 2: braking, system, work well, work, well",0.2686275312562627
EV1903,EV Scooter,Hero Vida V1,4,"Build materials feel sturdy but the design is a bit too plain compared to rivals. Had a great experience with the service team, they explained everything clearly. Navigation system integrated with range prediction is genuinely useful.",8,"Topic 8: service, service center, center, appointment long, center needed",0.1343382241301193
EV1904,EV Car,Tata Nexon EV,3,"For the price, I expected better build quality and more features.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03904638720375586
EV1905,EV Scooter,Hero Vida V1,4,"The vehicle has good crash test ratings which reassured my purchase decision. For the price, I expected better build quality and more features.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.08663159968087893
EV1906,EV Car,MG ZS EV,5,"LED lighting and digital dashboard give it a premium, modern look. Handling and stability at high speed feels very confident and safe.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.10681878988484837
EV1907,EV Car,Mahindra XUV400,5,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1908,EV Car,Mahindra XUV400,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Battery range degrades faster than expected after just one year of use. Contributing to a cleaner city is a big motivation behind going electric.,4,"Topic 4: use, daily use, daily, dropped, within month",0.035154775346396785
EV1909,EV Scooter,Bajaj Chetak,4,Service center staff are not well trained to handle EV specific issues. The battery warranty of 8 years gives me confidence in long term reliability.,8,"Topic 8: service, service center, center, appointment long, center needed",0.24763669556569298
EV1910,EV Scooter,Hero Vida V1,4,"Range drops badly in winter, I lost almost 30% range in cold weather. Concerned about environmental impact of battery disposal and recycling.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.25725451918188347
EV1911,EV Scooter,Ola S1,4,"The design looks futuristic and attracts a lot of attention on the road. Battery performance is stable even after two years of heavy usage. Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.040999498665205254
EV1912,EV Scooter,Bajaj Chetak,4,Top speed is decent for city use but not enough for highway cruising.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04123417232045928
EV1913,EV Scooter,Hero Vida V1,4,Battery health dropped to 85% within 18 months of daily use. Fast charging network needs serious expansion on highways.,4,"Topic 4: use, daily use, daily, dropped, within month",0.2729087665899446
EV1914,EV Scooter,Bajaj Chetak,4,Touchscreen infotainment system lags and is not very intuitive to use. Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.18720050149702783
EV1915,EV Car,Hyundai Kona,3,"After sales support has been excellent, quick response and doorstep service. Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.07858144317370037
EV1916,EV Scooter,TVS iQube,4,"Claimed range of 200 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1917,EV Scooter,TVS iQube,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1918,EV Car,Mahindra XUV400,4,"Total cost of ownership is great once you factor in low maintenance and fuel savings. Spare parts availability is a major issue, waited a month for a replacement part. Concerned about environmental impact of battery disposal and recycling.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.18731297743750402
EV1919,EV Scooter,Ola S1,4,"Smart key and app based lock features work flawlessly, very convenient. Loved the color options and the overall styling of the vehicle.",6,"Topic 6: app, keep, update, software update, need",0.1635941488098559
EV1920,EV Scooter,Ola S1,3,"Highway charging stops are rare, long distance travel is a nightmare. Top speed is decent for city use but not enough for highway cruising.",8,"Topic 8: service, service center, center, appointment long, center needed",0.04288448623659949
EV1921,EV Scooter,Hero Vida V1,4,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1922,EV Car,Tata Nexon EV,5,Handling and stability at high speed feels very confident and safe. Home charging setup was expensive and took weeks to install.,6,"Topic 6: app, keep, update, software update, need",0.03279283445731153
EV1923,EV Car,BYD Atto 3,4,"Build quality feels premium and the ride is extremely comfortable. Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.15418882135887096
EV1924,EV Car,Hyundai Kona,4,"There are very few authorized service centers, had to travel 100 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.27134328447285216
EV1925,EV Scooter,TVS iQube,4,Switching to EV feels good knowing I'm reducing my carbon footprint. The upfront price is high but government subsidy makes it affordable.,8,"Topic 8: service, service center, center, appointment long, center needed",0.04310809800748184
EV1926,EV Car,Tata Nexon EV,5,"Battery replacement cost is almost half the price of the vehicle, very concerning. For daily commute the range is fine but long trips are stressful because of low range.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.07193924234910096
EV1927,EV Scooter,Ather 450X,4,Switching to EV feels good knowing I'm reducing my carbon footprint.,8,"Topic 8: service, service center, center, appointment long, center needed",0.0701157381403301
EV1928,EV Car,Tesla Model 3,4,Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.07512874314890193
EV1929,EV Car,MG ZS EV,5,"Interior quality feels cheap for the price point, needs improvement.",6,"Topic 6: app, keep, update, software update, need",0.05136137910714518
EV1930,EV Scooter,Ather 450X,4,"Interior quality feels cheap for the price point, needs improvement.",6,"Topic 6: app, keep, update, software update, need",0.05136137910714518
EV1931,EV Scooter,Ather 450X,5,"For the price, I expected better build quality and more features.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03904638720375586
EV1932,EV Car,Hyundai Kona,4,"Smart key and app based lock features work flawlessly, very convenient. The battery warranty of 5 years gives me confidence in long term reliability.",6,"Topic 6: app, keep, update, software update, need",0.16546120498274774
EV1933,EV Scooter,Hero Vida V1,4,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1934,EV Car,Tata Nexon EV,5,"For the price, I expected better build quality and more features.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03904638720375586
EV1935,EV Scooter,Ampere Magnus,5,"The vehicle has good crash test ratings which reassured my purchase decision. Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.108377175285418
EV1936,EV Scooter,Ather 450X,4,"There are very few authorized service centers, had to travel 20 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.27134328447285216
EV1937,EV Scooter,TVS iQube,5,"Suspension is too stiff, ride quality is uncomfortable on bad roads. The vehicle has good crash test ratings which reassured my purchase decision. The design looks futuristic and attracts a lot of attention on the road.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.06765075746324258
EV1938,EV Scooter,Ola S1,4,"Braking system feels sharp and responsive, regenerative braking works well. Loved the color options and the overall styling of the vehicle.",2,"Topic 2: braking, system, work well, work, well",0.2936517308833523
EV1939,EV Scooter,Ampere Magnus,4,Build quality feels premium and the ride is extremely comfortable.,8,"Topic 8: service, service center, center, appointment long, center needed",0.03904935174823101
EV1940,EV Car,BYD Atto 3,4,Battery health dropped to 85% within 18 months of daily use. I'm always worried about running out of charge before reaching my destination.,4,"Topic 4: use, daily use, daily, dropped, within month",0.2644006115636697
EV1941,EV Car,Mahindra XUV400,4,"Storage space under the seat is very limited, not practical for daily use. Finding a working charging station in my city is still very difficult.",4,"Topic 4: use, daily use, daily, dropped, within month",0.112798320498432
EV1942,EV Scooter,TVS iQube,5,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.034397188509763525
EV1943,EV Car,Hyundai Kona,5,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1944,EV Scooter,Ampere Magnus,4,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.03209915536470071
EV1945,EV Car,Mahindra XUV400,3,"Charging takes too long, almost 6 hours for a full charge at home. Handling and stability at high speed feels very confident and safe. For daily commute the range is fine but long trips are stressful because of low range.",7,"Topic 7: riding, low, smooth, level, impressively",0.08337341045871069
EV1946,EV Scooter,Ampere Magnus,5,Battery range degrades faster than expected after just one year of use. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,4,"Topic 4: use, daily use, daily, dropped, within month",0.041610142054451266
EV1947,EV Scooter,Hero Vida V1,5,"Build quality feels premium and the ride is extremely comfortable. AC usage kills the range, on hot days I barely get half the claimed distance.",8,"Topic 8: service, service center, center, appointment long, center needed",0.028348630500679525
EV1948,EV Car,MG ZS EV,4,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1949,EV Scooter,Ola S1,4,"Running cost is much lower than petrol, saving a lot on fuel every month. The design looks futuristic and attracts a lot of attention on the road.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.048341567914026363
EV1950,EV Car,MG ZS EV,3,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1951,EV Scooter,Bajaj Chetak,2,Top speed is decent for city use but not enough for highway cruising. Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.05913860783717436
EV1952,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1953,EV Scooter,Ola S1,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1954,EV Scooter,Ola S1,4,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV1955,EV Car,Tesla Model 3,4,The vehicle has good crash test ratings which reassured my purchase decision. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.06200615648641255
EV1956,EV Scooter,Ola S1,4,"No proper information on how battery degrades over time, company should be transparent.",8,"Topic 8: service, service center, center, appointment long, center needed",0.052935026121235115
EV1957,EV Scooter,Ather 450X,4,"Advanced safety features like ABS and traction control give peace of mind. Public chargers are often broken or occupied, need more charging stations urgently.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.27490139549460807
EV1958,EV Scooter,Bajaj Chetak,5,"Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.362732406370459
EV1959,EV Car,BYD Atto 3,4,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1960,EV Scooter,Ola S1,4,Build quality feels premium and the ride is extremely comfortable. Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.06089644997989106
EV1961,EV Scooter,TVS iQube,4,"Charging takes too long, almost 6 hours for a full charge at home.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.04253603981861929
EV1962,EV Car,Mahindra XUV400,3,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1963,EV Car,Tesla Model 3,4,Concerned about environmental impact of battery disposal and recycling. Navigation system integrated with range prediction is genuinely useful.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.31128956994440216
EV1964,EV Scooter,Hero Vida V1,5,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1965,EV Car,MG ZS EV,4,"Claimed range of 15 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1966,EV Car,Tesla Model 3,3,"Home charging setup was expensive and took weeks to install. Spare parts availability is a major issue, waited a month for a replacement part. Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.047800478328302844
EV1967,EV Car,Tata Nexon EV,4,"The companion app keeps crashing, needs urgent software updates. Contributing to a cleaner city is a big motivation behind going electric.",6,"Topic 6: app, keep, update, software update, need",0.28114089479270293
EV1968,EV Car,MG ZS EV,4,"The real world range is much lower than advertised, I only get 100 km on a full charge. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.2620175755089682
EV1969,EV Scooter,Bajaj Chetak,4,"Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1489749552724736
EV1970,EV Scooter,Ather 450X,3,Compact size makes it easy to park and maneuver in city traffic. Handling and stability at high speed feels very confident and safe.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.028378739888326055
EV1971,EV Scooter,Hero Vida V1,4,"Bluetooth connectivity drops frequently while riding, very frustrating. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3163403566773262
EV1972,EV Car,MG ZS EV,4,The motor is powerful and pickup is much better than petrol variants. Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.05789069470208838
EV1973,EV Car,BYD Atto 3,5,"No proper information on how battery degrades over time, company should be transparent. Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3081800362158207
EV1974,EV Scooter,Bajaj Chetak,4,"Concerned about environmental impact of battery disposal and recycling. Running cost is much lower than petrol, saving a lot on fuel every month.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.27350939276348957
EV1975,EV Scooter,Ather 450X,5,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV1976,EV Car,Mahindra XUV400,5,The upfront price is high but government subsidy makes it affordable.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05427867857583784
EV1977,EV Car,Hyundai Kona,4,Worried about battery degradation and replacement cost after warranty ends. Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.30597218160454404
EV1978,EV Scooter,Bajaj Chetak,5,Fast charging network needs serious expansion on highways. Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.22590417919348713
EV1979,EV Scooter,TVS iQube,4,Battery performance is stable even after two years of heavy usage. Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.18356002406800376
EV1980,EV Car,Tesla Model 3,4,"Public chargers are often broken or occupied, need more charging stations urgently. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.30440015568287443
EV1981,EV Car,BYD Atto 3,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.015858813342786358
EV1982,EV Car,Tesla Model 3,4,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV1983,EV Car,MG ZS EV,2,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Insurance premium for EV is surprisingly high compared to petrol vehicles.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02221847173768385
EV1984,EV Car,MG ZS EV,4,"The vehicle has good crash test ratings which reassured my purchase decision. The battery warranty of 5 years gives me confidence in long term reliability. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06956189952439494
EV1985,EV Scooter,Hero Vida V1,5,"LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1459803170732589
EV1986,EV Car,MG ZS EV,4,"Smart key and app based lock features work flawlessly, very convenient. Stability control on wet roads is impressive and inspires confidence.",7,"Topic 7: riding, low, smooth, level, impressively",0.16662957989210583
EV1987,EV Scooter,Ola S1,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1988,EV Car,Hyundai Kona,4,The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.03791100511224609
EV1989,EV Scooter,Ola S1,3,The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.10256815474960541
EV1990,EV Scooter,Bajaj Chetak,3,"I'm always worried about running out of charge before reaching my destination. Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.28278819062848287
EV1991,EV Scooter,Bajaj Chetak,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV1992,EV Car,Hyundai Kona,5,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1993,EV Car,BYD Atto 3,4,"The vehicle has good crash test ratings which reassured my purchase decision. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.3332796167892135
EV1994,EV Scooter,Hero Vida V1,4,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.03209915536470071
EV1995,EV Scooter,Ather 450X,4,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1996,EV Scooter,TVS iQube,4,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.022957621508621948
EV1997,EV Scooter,Ampere Magnus,4,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1998,EV Scooter,TVS iQube,4,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1999,EV Car,Tata Nexon EV,4,"Handling and stability at high speed feels very confident and safe. Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.1611873403104377
EV2000,EV Scooter,Bajaj Chetak,3,"Interior quality feels cheap for the price point, needs improvement. Battery replacement cost is almost half the price of the vehicle, very concerning. The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.24834921152143963
EV2001,EV Scooter,Hero Vida V1,4,"LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1459803170732589
EV2002,EV Scooter,Ampere Magnus,4,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV2003,EV Scooter,Ather 450X,4,"Over the air software updates are a great feature, keeps improving over time. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.31211064206786704
EV2004,EV Car,Tesla Model 3,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Worried about battery degradation and replacement cost after warranty ends.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.07830442607887073
EV2005,EV Scooter,Ola S1,4,"Range drops badly in winter, I lost almost 30% range in cold weather. The vehicle has good crash test ratings which reassured my purchase decision. The battery warranty of 250 years gives me confidence in long term reliability.",7,"Topic 7: riding, low, smooth, level, impressively",0.06506051515503913
EV2006,EV Scooter,TVS iQube,4,Worried about battery degradation and replacement cost after warranty ends. Loved the color options and the overall styling of the vehicle.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.08013335995915626
EV2007,EV Scooter,Ather 450X,4,"Love the app that shows nearby charging stations, very convenient feature. Advanced safety features like ABS and traction control give peace of mind.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.30028314492829866
EV2008,EV Car,Mahindra XUV400,4,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV2009,EV Scooter,Bajaj Chetak,3,Battery performance is stable even after two years of heavy usage.,8,"Topic 8: service, service center, center, appointment long, center needed",0.052289309383214015
EV2010,EV Scooter,Bajaj Chetak,4,"Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06565737663785687
EV2011,EV Scooter,Ather 450X,4,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV2012,EV Scooter,Hero Vida V1,5,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV2013,EV Car,Tesla Model 3,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.23582115903866463
EV2014,EV Car,Tata Nexon EV,5,"For the price, I expected better build quality and more features. Switching to EV feels good knowing I'm reducing my carbon footprint.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0777701548142984
EV2015,EV Scooter,Bajaj Chetak,3,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV2016,EV Car,Mahindra XUV400,4,The design looks futuristic and attracts a lot of attention on the road. Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.23104377449242194
EV2017,EV Car,BYD Atto 3,4,"Worried about battery degradation and replacement cost after warranty ends. There are very few authorized service centers, had to travel 200 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.17049413789329276
EV2018,EV Scooter,Hero Vida V1,4,"No proper information on how battery degrades over time, company should be transparent. The real world range is much lower than advertised, I only get 200 km on a full charge.",8,"Topic 8: service, service center, center, appointment long, center needed",0.03789320447671905
EV2019,EV Scooter,Ola S1,4,"Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.362732406370459
EV2020,EV Scooter,Ola S1,3,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV2021,EV Car,Mahindra XUV400,4,"AC usage kills the range, on hot days I barely get half the claimed distance.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.018164580461625075
EV2022,EV Scooter,Ampere Magnus,3,"Claimed range of 80 km is misleading, actual range is way less in city traffic. Loved the color options and the overall styling of the vehicle.",7,"Topic 7: riding, low, smooth, level, impressively",0.03204070875021007
EV2023,EV Car,MG ZS EV,4,"Smart key and app based lock features work flawlessly, very convenient. Fast charging network needs serious expansion on highways.",6,"Topic 6: app, keep, update, software update, need",0.2011722434783232
EV2024,EV Car,Hyundai Kona,4,"Advanced safety features like ABS and traction control give peace of mind. The companion app keeps crashing, needs urgent software updates.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.2848601761064199
EV2025,EV Scooter,Ampere Magnus,5,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.06755701621713178
EV2026,EV Scooter,Ampere Magnus,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.28111452320982716
